0.5,0.5
0.25,0.5
0.75,0.5
0.5,0.25
0.5,0.75
0.625,0.5
0.875,0.5
0.75,0.25
0.75,0.75
0.125,0.5
0.375,0.5
0.25,0.25
0.25,0.75
0.5,0.625
0.5,0.875
0.5,0.125
0.5,0.375
0.625,0.75
0.875,0.75
0.75,0.625
0.75,0.875
0.125,0.75
0.375,0.75
0.25,0.625
0.25,0.875
0.25,0.375
0.75,0.375
0.5,0.3125
0.5,0.4375
0.5,0.5625
0.5,0.6875
0.8125,0.5
0.9375,0.5
0.875,0.25
0.25,0.125
0.75,0.125
0.5,0.0625
0.5,0.1875
0.5,0.8125
0.5,0.9375
0.3125,0.5
0.4375,0.5
0.375,0.25
0.5625,0.5
0.6875,0.5
0.625,0.25
0.0625,0.5
0.1875,0.5
0.125,0.25
0.625,0.375
0.875,0.375
0.75,0.3125
0.75,0.4375
0.125,0.625
0.375,0.625
0.25,0.5625
0.25,0.6875
0.0625,0.75
0.1875,0.75
0.125,0.875
0.125,0.125
0.375,0.125
0.25,0.0625
0.25,0.1875
0.375,0.875
0.25,0.8125
0.25,0.9375
0.8125,0.75
0.9375,0.75
0.875,0.625
0.875,0.875
0.8125,0.25
0.9375,0.25
0.875,0.125
0.0625,0.25
0.1875,0.25
0.125,0.375
0.625,0.125
0.75,0.0625
0.75,0.1875
0.625,0.875
0.75,0.8125
0.75,0.9375
0.3125,0.75
0.3125,0.875
0.4375,0.75
0.4375,0.875
0.375,0.8125
0.375,0.9375
0.5625,0.25
0.5625,0.125
0.6875,0.25
0.6875,0.125
0.625,0.0625
0.625,0.1875
0.0625,0.375
0.1875,0.375
0.25,0.3125
0.125,0.3125
0.25,0.4375
0.125,0.4375
0.8125,0.625
0.9375,0.625
0.75,0.5625
0.875,0.5625
0.75,0.6875
0.875,0.6875
0.3125,0.25
0.3125,0.125
0.4375,0.25
0.4375,0.125
0.375,0.0625
0.375,0.1875
0.8125,0.125
0.9375,0.125
0.875,0.0625
0.875,0.1875
0.8125,0.875
0.9375,0.875
0.875,0.8125
0.875,0.9375
0.5625,0.75
0.5625,0.875
0.6875,0.75
0.6875,0.875
0.625,0.8125
0.625,0.9375
0.0625,0.875
0.1875,0.875
0.125,0.8125
0.125,0.9375
0.0625,0.125
0.1875,0.125
0.125,0.0625
0.125,0.1875
0.90625,0.5
0.90625,0.75
0.90625,0.875
0.96875,0.5
0.96875,0.75
0.96875,0.875
0.9375,0.8125
0.9375,0.9375
0.03125,0.5
0.03125,0.25
0.03125,0.125
0.09375,0.5
0.09375,0.25
0.09375,0.125
0.0625,0.0625
0.0625,0.1875
0.40625,0.5
0.40625,0.25
0.40625,0.125
0.46875,0.5
0.46875,0.25
0.46875,0.125
0.4375,0.0625
0.4375,0.1875
0.53125,0.5
0.53125,0.75
0.53125,0.875
0.59375,0.5
0.59375,0.75
0.59375,0.875
0.5625,0.8125
0.5625,0.9375
0.40625,0.75
0.40625,0.875
0.46875,0.75
0.46875,0.875
0.4375,0.8125
0.4375,0.9375
0.0625,0.625
0.1875,0.625
0.125,0.5625
0.125,0.6875
0.0625,0.9375
0.1875,0.9375
0.5,0.90625
0.25,0.90625
0.125,0.90625
0.5,0.96875
0.25,0.96875
0.125,0.96875
0.53125,0.25
0.53125,0.125
0.59375,0.25
0.59375,0.125
0.5625,0.0625
0.5625,0.1875
0.8125,0.375
0.9375,0.375
0.875,0.3125
0.875,0.4375
0.8125,0.0625
0.9375,0.0625
0.5,0.03125
0.75,0.03125
0.875,0.03125
0.5,0.09375
0.75,0.09375
0.875,0.09375
0.90625,0.9375
0.96875,0.9375
0.75,0.90625
0.875,0.90625
0.9375,0.90625
0.75,0.96875
0.875,0.96875
0.9375,0.96875
0.03125,0.0625
0.09375,0.0625
0.25,0.03125
0.125,0.03125
0.0625,0.03125
0.25,0.09375
0.125,0.09375
0.0625,0.09375
0.90625,0.25
0.90625,0.125
0.96875,0.25
0.96875,0.125
0.9375,0.1875
0.578125,0.5
0.578125,0.75
0.578125,0.875
0.609375,0.5
0.609375,0.75
0.609375,0.875
0.59375,0.8125
0.59375,0.9375
0.578125,0.25
0.578125,0.125
0.609375,0.25
0.609375,0.125
0.59375,0.0625
0.59375,0.1875
0.515625,0.5
0.546875,0.5
0.515625,0.25
0.515625,0.125
0.546875,0.25
0.546875,0.125
0.53125,0.0625
0.53125,0.1875
0.5625,0.375
0.53125,0.375
0.515625,0.75
0.515625,0.875
0.546875,0.75
0.546875,0.875
0.53125,0.8125
0.53125,0.9375
0.625,0.625
0.5625,0.625
0.53125,0.625
0.539062,0.5
0.539062,0.75
0.539062,0.875
0.554688,0.5
0.554688,0.75
0.554688,0.875
0.546875,0.8125
0.546875,0.9375
0.375,0.375
0.453125,0.5
0.453125,0.25
0.453125,0.125
0.484375,0.5
0.484375,0.25
0.484375,0.125
0.46875,0.0625
0.46875,0.1875
0.03125,0.75
0.03125,0.875
0.09375,0.75
0.09375,0.875
0.0625,0.8125
0.453125,0.75
0.453125,0.875
0.484375,0.75
0.484375,0.875
0.46875,0.8125
0.46875,0.9375
0.507812,0.5
0.507812,0.75
0.507812,0.875
0.523438,0.5
0.523438,0.75
0.523438,0.875
0.515625,0.8125
0.515625,0.9375
0.515625,0.625
0.507812,0.25
0.523438,0.25
0.515625,0.375
0.507812,0.125
0.523438,0.125
0.515625,0.0625
0.515625,0.1875
0.503906,0.5
0.503906,0.25
0.511719,0.5
0.511719,0.25
0.507812,0.375
0.503906,0.75
0.511719,0.75
0.507812,0.625
0.519531,0.5
0.519531,0.25
0.519531,0.125
0.527344,0.5
0.527344,0.25
0.527344,0.125
0.523438,0.0625
0.523438,0.1875
0.503906,0.125
0.511719,0.125
0.507812,0.0625
0.507812,0.1875
0.519531,0.75
0.519531,0.875
0.527344,0.75
0.527344,0.875
0.523438,0.8125
0.523438,0.9375
0.523438,0.625
0.625,0.5625
0.5625,0.5625
0.53125,0.5625
0.515625,0.5625
0.625,0.6875
0.5625,0.6875
0.53125,0.6875
0.515625,0.6875
0.625,0.03125
0.5625,0.03125
0.53125,0.03125
0.515625,0.03125
0.625,0.09375
0.5625,0.09375
0.53125,0.09375
0.515625,0.09375
0.523438,0.375
0.625,0.3125
